Name,Latitude,Longitude
"su gavabor",36.965795,50.274937
"altenroda",51.25,11.566667
"sokoljane",41.75,25.45
"ban nong nam prieo",13.987351,100.106383
"gouaramba",8.032545,-6.980332
"medvalakay",55.9,23.6666667
"osinova slobodka",60.5993,47.1361
"arters mill",39.665,-77.0719444
"saint-jean-port-joli",47.2,-70.266667
"acha-kaindy",41.1422222,75.8111111
"sitio orlando paiva",-23.877182,-50.302754
"cendo kidul",-7.0281,109.9181
"new campbellwood wye",43.6152778,-75.7175
"wan nammawngno",21.9666667,99.25
"mitochuang",22.7833333,120.2333333
"altinyunus",38.321944,26.343611
"telukbuyung utara",-6.218056,107.006389
"kiarakoneng kaler",-7.2074,107.922
"goth muhammad yusuf magsi",28.0795,67.6319
"aas",55.918161,9.970663
"depoltovice",50.294038,12.814657
"hales corners",42.9375,-88.0486111
"sar keril",33.365972,66.7169
"wasilew skrzeszewski",52.422999,22.512129
"mahall yahya `umar",15.0022222,43.5316667
"pinglin zhen",31.415451,113.605363
"kot ganda singh",31.889167,74.12
"khanlanly",39.971279,46.176417
"mommark",54.92128,10.041433
"dikbedda",6.0833333,80.1666667
"umahuiri",-13.8333333,-72.2
"kolungtsun",31.393855,121.146781
"pataoual",10.4333333,14.6666667
"caserio mareny de san lorenzo",39.216667,-0.25
"novo-baydarskaya",54.939444,65.858889
"dalmah",25.8,45.266667
"kafr nawwar hanna",30.5833333,31.4
"mourakawer",-20.15,169.8333333
"docai",28.901,88.601
"kabasaran",7.883333,124.033333
"keur ndiam ndiaye",14.85,-16.75
"nashegu",9.6166667,0.0
"kyakahi",8.34016,-5.965186
"albanchez",37.28361,-2.182291
"glogowez",42.9666667,26.1333333
"umkol",37.483333,126.833333
"kharkhand",18.885278,72.911389
"badalzai",30.138865,66.061066
"tchulo",-17.1202778,35.0694444
"katekhsar",37.381119,49.656614
"old beaver",44.4105556,-112.1963889
"eskihamal",38.879903,37.475908
"planina pri cerknem",46.1166667,14.0
"spring's",-32.461584,28.063725
"bastau",53.933333,67.6
"hatamuna",8.0166667,80.9666667
"xok",39.376149,45.171557
"gnezdovo",53.1166667,24.35
"dhok larian",33.059433,72.696901
"gambuhan",-6.8778,109.2098
"huangdawan",36.289804,107.961085
"degeisab",14.05,33.1666667
"sidi ed daa",29.1833333,0.2
"gamischdorf",47.1,16.25
"staryy zelenyy ostrov",55.893245,38.798994
"voy Ðam",21.683333,105.233333
"santo antonio dos milagres",-20.3,-41.666667
"qal`eh masumabad",33.504404,60.464366
"shahrak-e mohammad ebn-e ja`far",32.3182,48.362
"badjao",6.0666667,17.4333333
"ringtown",40.8586111,-76.23
"kaminka",49.40346,36.410551
"aynsuc",38.000263,41.9625
"plymton earle",50.383333,-4.05
"marah ruhana",34.15,36.1333333
"gazahio",6.244094,-6.354565
"karondoran",1.163,124.852
"chak two hundred sixty-nine",30.142354,72.789159
"ruanchao",28.737732,119.672088
"weilongwu",23.23028,114.419446
"yusguare",13.3005556,-87.1138889
"kulun qal'ehsi",38.033333,57.15
"banjar badegede",-8.5156,115.0034
"tierradura",3.234602,-76.303426
"kampung kuala betis",4.9014,101.7896
"paniroang",-5.856,120.5169
"phumi baing pit krang",12.6166667,103.7833333
"satari",38.3,128.0333333
"sangime",-7.866667,21.033333
"new muniwara",-3.7666667,143.6833333
"boldovka",52.46069,32.705126
"scharteucke",52.45,12.083333
"cheragh veys",36.169,46.0942
"likouresi",37.65,21.75
"lalahpur",32.017775,74.023744
"zoloto",57.132197,61.846582
"ploutokhorion",37.6166667,21.7166667
"knibbs pen",17.9833333,-76.9833333
"qal`eh-ye wakil",34.276376,62.092049
"palihan",41.516667,118.75
"kuchu-kisklak",38.75,66.4166667
"ayjan",34.2837,49.2985
"siakalubwa",-16.95,23.9333333
"kwihigiro",-4.2283333,29.9336111
"tienshanerhchang",44.0,89.766667
"sprouses corner",37.5291667,-78.4922222
"phum kan trap",13.2,103.9666667
"uykany",61.9,158.416667
"tiayi",7.05,-9.0666667
"kystaatym",67.332778,123.335278
"makangawa",12.35997,8.953172
"unterlichtinghagen",51.066667,7.433333
"mindi 1",-6.235278,106.486389
"edwaki",-3.9,141.7833333
"chelukan bawang",-8.1952,114.8347
"verkh-pyankovo",52.0378,86.91
"foloa",14.3377778,5.2725
"goyamara",21.779444,88.087222
"qaderi",34.699797,45.823486
"ljekova",42.6561111,18.2686111
"jartudah",37.086493,58.287201
"pataringa",11.008133,122.431005
"canolo",38.316667,16.2
"suchocin",51.887546,22.502408
"verkhniye lati",43.0333333,41.4833333
"wootton bridge",50.716667,-1.216667
"borj ennbaza",36.650278,10.245
"pangkawng",22.1666667,97.4
"nakhl-e nakhoda",27.1941,56.357
"sitovka",52.674092,39.689564
"ban chatsan khao rang",13.605556,102.402222
"steventon",23.65,-75.95
"naname",32.971667,129.1
"selisa",38.1833333,22.1333333
"tsaofang",26.063291,116.617077
"vyatko",58.816667,41.45
"glawazi",43.2927778,23.3805556
"tanlu",25.026667,117.421389
"karmala-adelyakovo",53.850264,51.399188
"cercadas",39.647871,-8.171811
"akhtarkheyl'",33.064415,68.065414
"phumi taik s'oy",11.4666667,104.3833333
"touchte",31.240268,-7.634908
"kos-aral",49.883333,70.85
"bloeboerlimbangan",-7.0357,107.9829
"belokang tiga",-6.211111,107.169722
"badryashevo",56.254044,54.713656
"carapata cenega",-21.75,-66.95
"hancunmiao",30.63269,120.353706
"neure",46.746669,2.98162
"lesnica gosie",53.066667,22.35
"ndiah",14.8666667,-16.1166667
"borghetto santo spirito",44.1,8.233333
"gridion",54.559917,41.617991
"kolal ma",26.861476,59.064408
"svedriskes",55.4833333,26.1166667
"golima",13.366667,37.95
"man nang",25.1,97.5666667
"miaopachang",30.602642,107.097219
"karaynov",53.758611,35.275
"ban taoieng",16.353611,106.228333
"bokatovo",54.458123,35.78797
"douar mehellet",35.5288889,0.7883333
"candeleda",40.155214,-5.240455
"sinjaeindong",37.995,126.35
"arth",47.06337,8.523485
"bekouenkouassikro",7.2,-4.316667
"motashilikha",57.230374,35.280526
"djimlilo",12.8333333,14.5833333
"kalkune",55.85,26.45
"tumala",58.5369444,23.0416667
"subida de las mayas",10.205,-66.9277778
"sebaco viejo",12.85,-86.1
"baryki",53.0294,33.5016
"purimulia",-6.6778,108.5418
"jasika",44.2541667,18.0013889
"wad al mansi",14.3666667,32.8166667
"nammawn",20.25,96.9833333
"lazdini",57.4333333,26.1166667
"seyhahmetli",39.094722,32.239444
"erbray",47.654915,-1.317833
"rakovine",42.491667,20.511667
"kampong sinansag",6.033333,116.333333
"bombeck",51.983333,7.35
"daulatpur qalandar",32.155085,70.674022
"phum prey phlang",11.5166667,105.4166667
"zechenbach",50.35,12.4
"nan biton",19.0166667,-71.9166667
"vignal",44.536291,0.932667
"hoisbuttel",53.683333,10.183333
"goth hindal thebo",25.356959,68.514269
"miaganukalay",34.263332,70.345871
"felipe cerrillo puerto",19.675,-87.9625
"phum krang arei",11.6,104.6333333
"bralic",42.554167,20.368889
"bihito",-1.420278,28.866111
"pan-an",8.219167,123.840278
"pedro p. caballero",-25.5,-57.016667
"xujia changzhuang",32.432011,121.078849
"poreby dynarskie",50.317756,21.818846
"khela gul garhi",33.9072,71.764878
"joelepa",58.4141667,22.7702778
"bilgewala",29.761111,71.670833
"ban ai ku leng",6.112278,101.580333
"nagtupocan",17.383,120.479
"qizil aiaq khord",36.862627,65.685859
"qinghekou",40.573453,123.512934
"jiacha qu",29.101,92.701
"kizilova",39.492496,36.645319
"soiea",9.25,0.3333333
"sorle",62.883333,18.333333
"catabola",-12.15,17.283333
"dinghe",33.730884,119.893469
"finca 41",9.4666667,-82.5166667
"ijesha",6.90974,3.770914
"sdey-ya'aqov",32.69,35.138611
"mara gubed",6.033889,43.421944
"martinca",46.15,18.683333
"shur-kuduk",39.5,66.0666667
"nyinabunuso",5.9,-2.4666667
"cabracollo",-17.3833333,-69.7333333
"chassany",45.308955,2.710814
"dauginiai",55.7333333,23.1333333
"seribujanji",2.9609,98.7182
"kustets",58.9374,38.1513
"tuomaala",62.433333,30.3
"tjesak",42.402222,19.185556
"padshakhel",34.356667,68.924722
"thalussen",53.789078,22.241969
"pai sang",32.591137,66.731946
"tapizquil",15.1666667,-86.8833333
"cherrapunjee",25.3,91.7
"lumber city",31.9291667,-82.6797222
"jiayuguan",39.816667,98.3
"ikot ada idem",5.075629,7.861627
"hujuanao",29.429828,103.927878
"dinndi bala",14.8333333,-15.8166667
"shiwah",30.8638889,31.2644444
"espelunden",58.716667,11.533333
"oberhummerich",50.566667,7.5
"palle talawinna udagammedda",7.3333333,80.6333333
"xiaoxintan",31.603831,118.407725
"caserio la resinera",36.936935,-3.862104
"rusfors",64.716667,18.216667
"qal`eh-ye wayrana-i merza abdur rahman",32.504994,62.262369
"huaycahuaycho",-14.15,-74.0166667
"ningtap-chicha",25.3,97.7166667
"shekar jangal",26.200217,61.432425
"tep'i",42.6572222,44.3191667
"na tiau",22.433333,105.75
"malaka pindah",2.36,102.23
"estancia moreno",-26.366667,-56.85
"higashi-tamano",37.766667,140.733333
"saint-maurice-des-champs",46.628931,4.619879
"dordt",51.800653,4.698199
"tabucolan",17.4914,120.4266
"shemyuka",37.094167,40.584167
"bedell",42.195,-74.5505556
"kalkgraben",47.75,11.85
"platinovka",45.046667,131.991111
"hasan al laji",33.45,43.9833333
"somoe",-11.073383,14.850695
"nunumache",-5.2166667,-79.4833333
"celenusagi",37.676218,35.773504
"naung din daeng",13.801538,99.991908
"fahlhorst",52.3,13.166667
"lujia muqiao",30.442787,120.880938
"babianwala",30.456944,73.368056
"mazari` al haylah",30.078056,40.267222
"vobche",51.416667,28.683333
"chernyi",51.721667,77.532222
"onitolotolo",8.233333,4.116667
"pringkoekoe",-8.178611,111.040278
"houay lok",19.7,102.45
"yasugi",35.433333,133.25
"bombili",-0.05,20.0
"lukanichi",52.62667,33.012687
"belaya vtoraya",55.7,29.5666667
"damban",11.6793,10.7074
"wan namtong",21.5666667,98.9833333
"dudaki",54.3,29.55
"middelbult",-20.5333333,17.4166667
"l'etacq",49.236111,-2.233889
"srodborze",52.823511,20.367857
"kara-zhar",53.083333,63.6
"durian 4",3.64699,98.85342
"khair maidan",34.607566,72.990244
"kirch mulsow",53.966667,11.7
"naboje",43.030556,20.181667
"wan hsen-ng",21.3666667,100.3666667
"dekhi-dil'mukhammed",33.543438,68.132568
"shanghainongchangchuandongfenchang",33.004167,120.7125
"lysdonck",51.133333,4.016667
"likonda",-17.633333,21.9
"staraya sviritsa",60.483333,32.916667
"whakaki",-39.033333,177.6
"adapa",-4.8666667,145.55
"fellinghausen",50.95,7.966667
"burgich",1.9666667,35.0833333
"mbende",0.1975,14.5069444
"al baqer",18.7,33.6333333
"preajba de cimp",44.016667,24.566667
"claggan",54.6725,-8.3866667
"r'haiyet as sawda'",36.8266667,41.2966667
"marabout aicha",36.9166667,7.2833333
"dobrolyubovka",47.206111,134.324167
"jiaochangping",25.614722,113.220278
"mugangyandzhali",39.713614,48.955679
"kemajuan tanah kampung tenang",2.444,103.0416
"bhejaburn",16.443306,101.147528
"wekaweka",-35.566667,173.55
"simander",52.933333,11.316667
"wielki siolo",52.6333333,24.3166667
"`izbat al alfi",31.3472222,31.6069444
"shanweitou",19.961373,110.583539
"weiswampach",50.1372222,6.075
"manikunay",56.1908333,24.3122222
"medragovac",42.847778,21.397778
"nanmashih",29.103902,120.220168
"barnes corners",43.8169444,-75.8180556
"bapa",6.454468,-5.836853
"moshupa",-24.8,25.3833333
"astaakh",66.333333,136.633333
"khaud",23.5677778,58.1233333
"el djaadria",35.3369444,0.4272222
"labuhankelambu",1.233333,118.733333
"kosambidalem satu",-6.089444,106.4025
"wanudjojo",-7.833056,110.481389
"douar el rhezounia",33.141136,-8.414711
"sovic",40.9,21.65
"ma`zabah",13.6333333,44.6625
"elmleiten",47.416667,15.633333
"ban pak kap",18.333333,103.916667
"saiyid bulhu",32.840954,72.951359
"dawuzhou",29.423464,115.797063
"jumma khan bajwani",28.43724,68.923739
"sesaba",31.507598,62.700348
"ait sebbait",32.267752,-3.379183
"bunima",-5.8333333,142.8666667
"nizhniy kozhlayal",56.9325,48.921111
"porto cachorro",38.55,-28.45
"kampong dekeh",5.516667,100.55
"metsala",60.220556,24.939722
"co nom",22.989744,105.415899
"hoogendriesch",51.05,3.866667
"tajamar",5.65,-73.066667
"dadap dua",-6.094722,106.699722
"xiangshuzhuang",33.083333,115.316667
"novo-barakovo",53.726325,39.705029
"kindstrup",55.41436,9.956922
"cuocaogoumen",40.661085,123.64019
"terben khuduk",48.4,47.183333
"inwagyi",20.0,95.3666667
"la silva",42.602401,-6.26609
"gornja bebrina",45.1119444,18.11
"sarbbanandia",23.4666667,89.7166667
"diviso",1.397241,-78.232586
"caransebesul nou",45.4,22.216667
"xuan tao xa",21.066667,105.8
"brattforshyttan",59.616667,14.066667
"severskiy donets",48.2449,40.2823
"delta del tigre",-34.7633333,-56.3852778
"chiklanovo",57.1684,48.59
"saevelandsvik",59.266667,5.2
"selenur",56.926196,49.767668
"rancho churo mayu",-20.1166667,-65.3166667
"gloucester",-32.007702,151.963303
"aipoln",49.133333,12.45
"butica",1.05,9.6833333
"shinkafa",7.25,10.033333
"lebakbulus",-6.2938,106.7816
"talib mari",26.717943,68.238698
"shaqq hamad",11.5833333,26.9333333
"allandale",-33.166667,149.7
"banjar tengipis",-8.3563,115.253
"verbov",49.232194,25.131927
"konjice",46.3366667,15.4258333
"aldeia dzenda",-15.4808333,32.1875
"kumaysh",33.4566667,43.3052778
"cacaiglesia",-14.035,-71.4891667
"cambresco",46.1283333,13.6527778
"bleran",42.0841667,19.5447222
"digun",23.8333333,90.3666667
"waigakum 1",-3.6666667,143.0833333
"dar halfawi",36.734463,9.72787
"sidodadi tengah",-8.1866,112.8377
"guangaje",-0.8666667,-78.8333333
"bisbicha",-14.1666667,-74.1
"jeq jeq-e bala",37.8692,48.25
"iskowun",33.95612,63.658089
"kemajuan tanah kampung awat",2.667,102.6419
"xajxac",14.833333,-91.166667
"laxu",35.978881,102.411004
"le burel",49.932722,1.36361
"hurmudar",27.3168,56.3143
"lonboasa",-5.9666667,145.2833333
"turiz",42.8,-8.116667
"shagey",31.028619,66.205096
"shivers mill",31.6766667,-84.74
"mpakaka",-14.7166667,35.85
"la pierriere",47.845337,1.786871
"phu cang",12.7,109.216667
"boulouli ware",14.6833333,-9.6833333
"lluan",-8.2,-78.45
"cocana",37.987884,41.357714
"dehreza",34.938928,67.973939
"tell kotchek",36.8097222,42.0627778
"khosnad",22.4833333,90.8833333
"intimok",43.988056,67.865
"dow dangeh",30.166667,51.6
"ahokan",7.4,1.7833333
"kozpinar",39.433333,28.033333
"nanliang houyaoxian",36.733112,107.686858
"mumcu",39.210852,28.539504
"xom son ta",21.633333,105.633333
"sologovskaya",57.416667,37.516667
"janschwalde",51.866667,14.5
"koslar",50.066667,11.65
"vaerstad",59.25,9.366667
"mangani",-0.016667,100.25
"jhok muhammad darewali",30.552946,70.662948
"tluwuk",-6.6786,111.1158
"cuitian",27.875833,120.646111
"valailles",49.122502,0.600192
"kushavera",58.866667,34.683333
"general lazarow",43.95,27.2833333
"shekar `ali",34.0133,47.57
"tloul ed dahaya",34.7166667,37.1166667
"nees",56.399298,8.223296
"llonin",43.334448,-4.648664
"holi",31.691665,118.577221
"kampung padang manggis",3.4915,103.384
"pyshma",56.952263,63.251291
"montreuil-sous-bois",48.864151,2.443218
"tukustayev",48.2,47.266667
"de-gamo",35.316667,136.016667
"gromadzin",54.188959,18.336675
"buzinovskaya",45.599794,39.802485
"bassoues d'armagnac",43.579227,0.246351
"houhongliang",39.290415,111.94567
"kuchembetova",51.683333,50.333333
"sileti",52.166389,72.737222
"goth qatil kirio",25.419042,68.334157
"fragnainta el outa",34.390819,-5.296492
"han casla",46.381478,30.047955
"cociuba mare",46.733333,22.0
"hwangkucha",31.179722,117.550556
"ipokasambi",-4.016667,20.85
"polepy",50.505463,14.26523
"shanah kheyl",32.883732,67.500417
"fayazullapur",25.0833333,88.5
"fokonyani",-5.1166667,39.8
"tegapan",3.4297,98.1806
"sutte",57.8097222,27.2319444
"yuejin jitihu",43.3939,130.049525
"sayang",-6.5326,110.9528
"granatula",38.796897,-3.743371
"kumshatskaya",47.639722,42.051667
"andiroga",-13.5166667,47.9666667
"wamawkhi",17.7,97.3
"basumbu",-2.55,26.783333
"muong houn xieng houng",21.608889,102.301667
"sangeorgiul-de-meses",47.033333,23.0
"xinjiabian",30.805246,119.571685
"verkhne-telengui",51.633333,116.05
"terauchi",34.783333,135.533333
"beltiaski",15.3333333,-15.6333333
"bambavda",16.866667,74.033333
"pataukunk",41.7916667,-74.3063889
"bayt `ayyush",35.8,35.95
"ny farevejle",55.79788,11.432031
"stabno",55.683206,31.81565
"hanglang",30.959441,118.492562
"douglas park",-34.184959,150.714493
"grundtraskliden",65.516667,18.733333
"hekelermoor",53.133333,8.516667
"nienie",-3.133333,22.316667
"el co",18.6333333,-71.2666667
"banjar serokadan",-8.4762,115.3359
"el krimda",35.27446,-6.073925
"kayaushka",52.5,80.483333
"ban bang khayo",14.15,101.033333
"deglava",56.65,27.8666667
"bailinzi",31.364822,113.146793
"phumi prey chruk",13.5333333,103.55
"hanswalde",53.710695,19.034367
"zvule",49.1,15.233333
"walakumbura",7.3333333,80.9166667
"jelatong",-5.286629,104.293739
"kerkaszabadhegy",46.81,16.1872222
"olesovo",56.783823,41.999277
"hook",50.8,-2.666667
"isikite",6.022608,6.539258
"sojuolu",6.848761,3.151012
"brane",59.433333,13.366667
"narong",21.663405,109.921393
"targul fierbinti",44.7,26.35
"kojend",40.28,69.6316667
"dahshur",29.75,31.2333333
"nova subocka",45.3719444,16.9208333
"jalluwali",30.093707,70.620344
"enempondok",-8.6628,116.3274
"urudzhis",9.510556,43.060833
"landsort",58.743056,17.865556
"kinjae",39.6366667,125.3519444
"chungapa",32.902191,101.706655
"caixeira",40.139359,-8.695104
"bretel",53.05,9.5
"hacienda admirable",9.434436,-75.003493
"kanati-gulyamdzhan",33.613056,68.364444
"shangtiechangba",33.590727,106.42443
"mangando do povo",-8.003654,17.001954
"poljanici",43.7075,19.3661111
"zanengo",45.216667,9.85
"gumab",34.276197,66.509247
"lomovoye",64.0074,40.659
"poedjon",-7.8435,112.469
"yajicun",25.2525,110.357778
"bohl",49.383056,8.296944
"c. santos",-11.016667,14.633333
"lang loue",16.433333,106.733333
"chorivad",23.883333,73.116667
"hassarji",34.7166667,36.25
"santa lucija",35.862778,14.5075
"norre storfors",65.9,20.25
"nimqowlak",34.18398,67.225933
"mortimers",22.9,-74.8666667
"subbovichi",52.898066,32.232338
"changjipyong",34.493056,127.793333
"yuanshangchuang",24.75,121.6666667
"ap thanh my",9.983333,106.516667
"chicoleca",-15.6666667,34.4166667
"panghulan",13.942427,120.939593
"sukino",54.45,31.0666667
"degan doga",34.666124,71.901449
"pouit soump",15.1666667,-16.25
"akkermanskiy",46.233333,30.216667
"leanyfalumalom",47.95,20.666667
"dragai",33.125062,70.684374
"myza vetsvale",57.4833333,25.65
"zheludevka",54.368841,37.16543
"kampong huaibu",19.368639,98.437917
"kampong sungai batu larangan",5.65,100.433333
"queara",-14.6833333,-69.0666667
"springbrook",-29.85,152.383333
"oberende",53.166667,8.883333
"dechra bouar",36.4166667,3.35
"velez benandalla",36.832445,-3.515389
"cikareu",-7.1893,108.4463
"zinenu",55.0333333,24.0833333
"kalebogaz",40.522022,41.895422
"san juan de alicante",38.39918,-0.433407
"polilofos",37.0833333,21.9166667
"chamulapa",15.05,-92.4
"ny-holte",55.816667,12.466667
"samamba",-9.3666667,31.7833333
"mtulanjiwa",-10.45,35.8166667
"akzigitovo",51.9724,57.3988
"cemik",38.13613,39.449294
"nawngton",21.3166667,99.5833333
"gulakabili",-19.7,27.0666667
"ottenskiy",58.733333,31.716667
"dos ranchos",18.5666667,-71.55
"al khudayri",31.15,31.0
"bontosapiri",-5.5105,119.964
"mohal joga",31.35,72.716667
"pars-les-chavanges",48.507943,4.49941
"lazy acres estates",33.9405556,-80.2763889
"Ðonca",42.697222,19.8
"zhuziwei",23.379722,115.784444
"suomela",60.466667,24.066667
"agbondji",7.0666667,1.6166667
"mawdudi",34.934842,62.386598
"xiejiali",27.788026,114.510088
"gra town",6.2572222,-8.9341667
"zunova",44.175,18.5583333
"`eg",9.0,45.3666667
"armellari",-7.0458333,-76.4294444
"matsumae",41.423889,140.105
"goth pahar kaloi baloch",25.085624,69.174933
"baska masun",37.261,49.0366
"dagah waraba",10.0,43.8333333
"bosela",1.3794444,17.6
"kueinan",35.650216,100.600063
"aaqrabiye",34.55,36.4833333
"sazambi",-10.983333,20.833333
"ivnalik",68.45,-53.5
"drozdovo",54.5833333,30.15
"burlate",42.970556,20.597778
"ussimani",-11.8366667,35.9930556
"lanqiying",40.38,118.015
"phumi lvea (1)",11.1666667,105.4
"bayglychevo",55.1002,47.9738
"cachahuiri",-13.8166667,-72.25
"quiros",-28.787022,-65.112363
"locunel",47.756944,-3.327222
"idaux-mendy",43.180973,-0.915814
"zardulu",39.65,70.95
"kampung babaru",6.649334,100.253864
"changson 1tong",36.008333,126.696944
"ardanion",39.6311111,21.7875
"graoina",43.0875,17.5730556
"yoktun",37.372222,128.716
"behavoa sud",-25.15,44.4
"vanilovo",55.495673,38.650636
"caopo",33.13569,104.95936
"thon phu hoa",12.483333,109.1
"tiganimine",35.00957,-3.98763
"chisulo",-13.2333333,32.2
"pustoramenka",57.319882,36.177669
"fansange",19.398103,109.704371
"tympal",58.176186,51.913615
"kure beissachlin",47.65,102.5666667
"nabazane",12.1997222,-1.3630556
"san juan de jesus",13.8928,122.0847
"baglio manzo",37.85,12.516667
"hsiangpei",24.683333,108.65
"muntaiwani",-1.083333,115.933333
"gazgazareh pain",35.1673,47.1936
"mocorishte",40.7036111,20.9294444
"pop gergievtsu",42.8833333,25.5666667
"qaranjeh",38.8555,44.5286
"tang mageng",4.698056,119.395
"bekhinta",17.9666667,97.3
"shimo-uchida",33.033333,130.75
"hachondong",38.2322222,125.8622222
"valdenuno-fernandez",40.759814,-3.376801
"mochiang",39.133333,113.616667
"sang-e low",34.713315,62.009817
"trials",16.6833333,-62.2
"nokami",44.016667,143.483333
"grethel po",37.4827778,-82.6572222
"sigracik",39.079643,31.05781
"karahisarisahip",38.756667,30.543333
"akpokro",7.857191,-5.057728
"ganbum",7.916667,11.25
"sembauer",48.416667,13.333333
"sanga pequena",-11.133333,15.4
"ban sara khuan",13.033333,99.916667
"xiamulongpan",34.716332,107.910409
"hapugolla",6.95,80.9
"tangadouga",15.0166667,-10.4666667
"bosraq",34.446667,68.82
"novato",38.1075,-122.5686111
"zagorna",47.796667,28.552778
"boca de niquia",6.870913,-75.839921
"meananeary",54.7019444,-8.6091667
"kabacoto",13.7833333,-15.65
"punarwala",30.841313,70.86697
"mashan zhen",30.079374,120.658032
"solonhoto",13.2,-10.6833333
"batoe-hirang",-3.216667,112.4
"ban thung sawang",17.748806,102.689445
"essokoreti",5.147182,-3.209208
"barriac",44.910499,2.689522
"kawur illi",36.6833333,37.75
"cihanbeyulya",39.799166,42.240085
"acueton",1.8333333,10.7333333
"kampong maulu",5.333333,115.383333
"musayelian",40.9927778,43.9388889
"bambadalawalandama",11.1166667,-10.85
"munkula",-3.266667,26.116667
"eberbach-pres-seltz",48.926205,8.065337
"disaplit",17.0,122.116667
"jado laghari",25.451794,68.791285
"beni iklef",36.3666667,4.2333333
"koetawinangoen",-7.719444,109.737778
"kabah rabb",36.5388889,38.45
"luxembourg",49.6116667,6.13
"ban nong sang kham",17.286417,102.861722
"jakaiciai",55.0166667,22.8666667
"hafnarnes",64.866667,-13.766667
"bongpulugu",10.4333333,0.1
"saaluse asundus",57.7477778,27.1033333
"sitio jose kmeick",-25.953056,-49.525833
"jishizhai",32.08514,106.135159
"mondwani",-10.8333333,39.6666667
"mauca",-10.1477778,-76.2458333
"manjiyeh",30.705556,49.208611
"jal khuh",32.448611,74.748611
"fijnaart",51.638511,4.471204
"doublet",19.0333333,-72.4666667
"shorvin kets",46.986,45.4972
"kagio",-0.6166667,37.25
"lhok nibong",5.072,97.5227
"sorkhraneh",33.147469,67.271128
"kampung kuda",5.8827,116.0831
"utumuk",54.3323,126.069
"lion houng",11.183333,108.383333
"santa maria di ramici",42.55,12.3
"orientales",29.016667,-103.833333
"lal'mai",35.504748,68.930108
"toleke",31.951111,74.2025
"annandale estates",39.2177778,-86.2661111
"chingwande",7.5456,8.4951
"hesare haj shams ali",34.776704,48.53968
"kohlsaat",37.9416667,-81.7047222
"koraj",44.7083333,18.8802778
"mitzpe-shalom",31.583333,35.4
"touves",45.516667,2.5
"jecia-mare",45.849167,20.889167
"bacqui",16.7557,120.3847
"yithan",-34.333333,146.85
"chullumpire",-19.516667,-68.966667
"neradnovci",46.8425,16.2027778
"yelnitsa",54.45,28.45
"karewetkaleka",-9.5683,119.056
"betbaria",23.5333333,89.8166667
"abaghennen",12.383333,37.233333
"votice",49.639484,14.640219
"selembu",-7.350556,110.335556
"jinjizui",23.393293,112.360544
"soulon",37.45,22.1166667
"tyogbenda",7.016667,8.8
"dalsang",60.65,16.666667
"shatikhina",53.03575,34.011224
"olgina",59.3952778,28.1252778
"soppe-le-bas",47.716002,7.086147
"mishaab",28.101253,48.611435
"shireh cheqa",34.3622,46.1001
"haji umar grano",24.991704,69.024018
"daw ta-hso",19.6666667,97.1166667
"camarena",40.15,-1.033333
"dawanda sandrana",30.616667,72.75
"bardano",42.75,12.05
"douelli",6.602538,-8.47561
"golviran",39.453456,33.87447
"imecik",36.845833,30.223611
"sinanchzhen",39.145556,116.642778
"sar-e burughsanak",34.395607,66.978226
